"3004","fr_news_extreme","135000"
"3004","fr_news_extreme","135000"
"3004","fr_news_extreme","135000"
"3002","fr_news_extreme","130000"
"3002","fr_news_extreme","130000"
"3002","fr_news_extreme","130000"
"3005","fr_news_extreme","128000"
"3005","fr_news_extreme","128000"
"3005","fr_news_extreme","128000"
"3003","fr_news_extreme","125000"
"3003","fr_news_extreme","125000"
"3003","fr_news_extreme","125000"
"1609","fr_news_mif","120000"
"1609","fr_news_mif","120000"
"1609","fr_news_mif","120000"
"1609","fr_news_mif","118000"
"1609","fr_news_mif","118000"
"1609","fr_news_mif","118000"
"1609","fr_news_mif","115000"
"1609","fr_news_mif","115000"
"1609","fr_news_mif","115000"
"1609","fr_news_mif","112000"
"1609","fr_news_mif","112000"
"1609","fr_news_mif","112000"
"1609","fr_news_mif","110000"
"1609","fr_news_mif","110000"
"1609","fr_news_mif","110000"
"1686","fr_news_summer","101000"
"1686","fr_news_summer","101000"
"1686","fr_news_summer","101000"
"1686","fr_news_summer","100000"
"1686","fr_news_summer","100000"
"1686","fr_news_summer","100000"
"1686","fr_news_summer","99000"
"1686","fr_news_summer","99000"
"1686","fr_news_summer","99000"
"1686","fr_news_summer","98000"
"1686","fr_news_summer","98000"
"1686","fr_news_summer","98000"
"1686","fr_news_summer","97000"
"1686","fr_news_summer","97000"
"1686","fr_news_summer","97000"
"1648","fr_news_animals","91000"
"1648","fr_news_animals","91000"
"1648","fr_news_animals","91000"
"1648","fr_news_animals","90000"
"1648","fr_news_animals","90000"
"1648","fr_news_animals","90000"
"1648","fr_news_animals","89000"
"1648","fr_news_animals","89000"
"1648","fr_news_animals","89000"
"1648","fr_news_animals","88000"
"1648","fr_news_animals","88000"
"1648","fr_news_animals","88000"
"1648","fr_news_animals","87000"
"1648","fr_news_animals","87000"
"1648","fr_news_animals","87000"
"1637","fr_news_champion","58000"
"1637","fr_news_champion","58000"
"1637","fr_news_champion","58000"
"1637","fr_news_champion","57000"
"1637","fr_news_champion","57000"
"1637","fr_news_champion","57000"
"1637","fr_news_champion","56000"
"1637","fr_news_champion","56000"
"1637","fr_news_champion","56000"
"1637","fr_news_champion","55000"
"1637","fr_news_champion","55000"
"1637","fr_news_champion","55000"
"1637","fr_news_champion","54000"
"1637","fr_news_champion","54000"
"1637","fr_news_champion","54000"
"1700","fr_news_kids","16500"
"1700","fr_news_kids","16500"
"1700","fr_news_kids","16500"
"1700","fr_news_kids","16200"
"1700","fr_news_kids","16200"
"1700","fr_news_kids","16200"
"1700","fr_news_kids","16000"
"1700","fr_news_kids","16000"
"1700","fr_news_kids","16000"
"1700","fr_news_kids","15800"
"1700","fr_news_kids","15800"
"1700","fr_news_kids","15800"
"1700","fr_news_kids","15500"
"1700","fr_news_kids","15500"
"1700","fr_news_kids","15500"
"1605","fr_news_corse","310"
"1605","fr_news_corse","310"
"1605","fr_news_corse","310"
"1605","fr_news_corse","300"
"1605","fr_news_corse","300"
"1605","fr_news_corse","300"
"1605","fr_news_corse","290"
"1605","fr_news_corse","290"
"1605","fr_news_corse","290"
"1605","fr_news_corse","280"
"1605","fr_news_corse","280"
"1605","fr_news_corse","280"
"1605","fr_news_corse","270"
"1605","fr_news_corse","270"
"1605","fr_news_corse","270"
"1605","fr_news_corse","260"
"1605","fr_news_corse","260"
"1605","fr_news_corse","260"
"1610","fr_news_basket","140"
"1610","fr_news_basket","140"
"1610","fr_news_basket","140"
"1610","fr_news_basket","135"
"1610","fr_news_basket","135"
"1610","fr_news_basket","135"
"1610","fr_news_basket","130"
"1610","fr_news_basket","130"
"1610","fr_news_basket","130"
"1610","fr_news_basket","125"
"1610","fr_news_basket","125"
"1610","fr_news_basket","125"
"1610","fr_news_basket","120"
"1610","fr_news_basket","120"
"1610","fr_news_basket","120"
"1610","fr_news_basket","115"
"1610","fr_news_basket","115"
"1610","fr_news_basket","115"
"1610","fr_news_basket","110"
"1610","fr_news_basket","110"
"1610","fr_news_basket","110"
"1627","fr_news_basket","40"
"1627","fr_news_basket","40"
"1627","fr_news_basket","40"
"1627","fr_news_basket","38"
"1627","fr_news_basket","38"
